,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1477361,270525,The Smile,American,12.13,Weekend,4,29,24
1477131,59017,TAO,Japanese,12.66,Weekday,Not given,29,29
1477745,279715,RedFarm Hudson,Chinese,21.34,Weekend,Not given,23,17
1477683,67844,The Smile,American,14.94,Weekend,Not given,27,22
1476592,72757,Jack's Wife Freda,Mediterranean,12.13,Weekend,5,21,19
1477687,220186,Blue Ribbon Fried Chicken,American,12.23,Weekday,5,33,26
1476857,399373,Shake Shack,American,29.1,Weekday,4,29,24
1478325,58675,Pinto Nouveau Thai Bistro,Thai,17.08,Weekend,Not given,23,16
1477744,99312,Pylos,Mediterranean,14.02,Weekday,3,30,29
1478025,316402,The Meatball Shop,American,14.5,Weekend,5,25,22
1478171,375585,TAO,Japanese,6.69,Weekend,5,22,28
1477268,319773,Vezzo Thin Crust Pizza,Italian,12.13,Weekend,5,34,26
1476780,94480,TAO,Japanese,12.17,Weekend,5,22,16
1476594,61212,Tamarind TriBeCa,Indian,15.77,Weekend,5,25,29
1477830,105754,Momoya,Japanese,12.18,Weekend,4,26,25
1477725,66373,Balthazar Boulangerie,French,12.18,Weekend,3,24,29
1476922,297413,The Meatball Shop,Italian,16.1,Weekend,Not given,20,15
1478266,399584,The Meatball Shop,Italian,6.4,Weekend,Not given,23,20
1478377,216258,Momoya,Japanese,9.41,Weekend,5,26,20
1476880,131645,The Meatball Shop,Italian,12.08,Weekend,Not given,23,23
1476721,318451,Blue Ribbon Sushi,Japanese,8.54,Weekday,4,22,26
1477793,57943,RedFarm Broadway,Chinese,24.25,Weekday,5,25,25
1478322,43636,The Meatball Shop,American,7.28,Weekday,5,20,29
1477065,235818,Shake Shack,American,6.01,Weekday,5,23,30
1477670,318689,Olive Garden,Italian,16.1,Weekday,Not given,24,29
1476674,57878,Dos Caminos,Mexican,11.59,Weekend,Not given,33,22
1478212,76942,Sarabeth's Restaurant,American,29.15,Weekday,Not given,20,26
1477632,91817,Lucky's Famous Burgers,American,5.77,Weekend,4,21,20
1478083,143984,Blue Ribbon Fried Chicken,American,6.79,Weekend,3,28,27
1477484,376578,Shake Shack,American,5.92,Weekday,5,34,24
1477710,141732,Cho Dang Gol,Korean,5.77,Weekend,5,21,17
1477307,109107,Burger Joint,American,15.72,Weekend,4,31,30
1478062,297232,Empanada Mama (closed),Mexican,31.38,Weekend,5,24,18
1476865,282699,RedFarm Hudson,Chinese,19.35,Weekend,Not given,30,24
1476621,54630,V-Nam Cafe,Vietnamese,12.08,Weekend,Not given,31,19
1476957,130820,Nobu Next Door,Japanese,15.13,Weekday,Not given,21,30
1477611,142461,Shake Shack,American,29.25,Weekend,4,25,19
1477775,113238,Boqueria,Spanish,24.25,Weekend,Not given,28,18
1478007,198936,Five Leaves,American,12.13,Weekend,Not given,23,15
1477629,94766,Nobu Next Door,Japanese,12.23,Weekday,5,31,29
1476737,27609,Blue Ribbon Sushi Bar & Grill,Japanese,15.81,Weekend,Not given,21,25
1477868,97079,Benihana,Japanese,5.77,Weekend,Not given,22,22
1478185,175290,The Meatball Shop,Italian,9.17,Weekend,Not given,30,30
1477567,99621,Jack's Wife Freda,Mediterranean,12.47,Weekend,5,34,20
1478251,54608,Tamarind TriBeCa,Indian,25.22,Weekend,5,30,26
1478079,155124,The Meatball Shop,Italian,33.03,Weekend,5,30,16
1478144,338599,RedFarm Hudson,Chinese,29.44,Weekday,4,29,32
1476615,118776,Blue Ribbon Sushi Bar & Grill,Japanese,15.96,Weekend,5,31,20
1478419,36118,RedFarm Broadway,Chinese,12.13,Weekend,4,20,19
1476920,145389,RedFarm Hudson,Chinese,4.75,Weekend,3,23,25
1477786,153048,Shake Shack,American,21.83,Weekend,Not given,28,23
1476924,83095,Bareburger,American,6.84,Weekend,5,22,24
1476547,183704,The Meatball Shop,Italian,6.74,Weekend,Not given,30,25
1477561,64401,The Meatball Shop,Italian,16.54,Weekday,5,32,24
1477422,88853,RedFarm Hudson,Chinese,29.29,Weekend,4,27,21
1477436,369809,Momoya,Japanese,12.23,Weekday,3,32,24
1478353,164529,Blue Ribbon Sushi,Japanese,17.08,Weekday,5,35,29
1477086,101285,Blue Ribbon Sushi,Japanese,12.13,Weekend,4,35,28
1477688,309983,S'MAC,American,12.61,Weekday,Not given,34,24
1477011,302131,Rubirosa,Italian,24.2,Weekend,Not given,33,28
1477695,297674,Burger Joint,American,7.81,Weekend,3,33,24
1476608,214028,Boqueria,Spanish,22.85,Weekend,5,28,30
1478375,276192,Delicatessen,American,24.2,Weekend,4,21,19
1476965,115610,12 Chairs,Middle Eastern,14.12,Weekend,Not given,31,27
1476757,300003,Grand Sichuan International,Chinese,12.23,Weekend,Not given,24,28
1476611,77544,Bareburger,American,14.12,Weekend,4,26,19
1477055,385023,Rubirosa,Italian,24.35,Weekend,3,30,28
1477949,154022,Blue Ribbon Sushi Bar & Grill,Japanese,16.74,Weekend,4,22,20
1477406,101285,Blue Ribbon Sushi,Japanese,9.85,Weekend,3,24,15
1478118,100148,Sushi of Gari,Japanese,9.31,Weekend,5,31,22
1477352,352827,Shake Shack,American,17.03,Weekend,Not given,21,28
1478276,93133,Nobu Next Door,Japanese,12.08,Weekend,Not given,21,19
1477837,333449,Shake Shack,American,12.13,Weekday,Not given,22,25
1476781,259341,Blue Ribbon Fried Chicken,American,8.39,Weekend,4,26,17
1476879,174796,Xi'an Famous Foods,Chinese,6.64,Weekend,Not given,35,19
1477383,155124,The Meatball Shop,Italian,9.22,Weekend,Not given,30,19
1477534,127149,P.J. Clarke's,American,31.33,Weekend,4,26,19
1477111,144352,Shake Shack,American,22.36,Weekend,4,27,27
1477818,351561,The Kati Roll Company,Indian,20.13,Weekday,Not given,24,31
1477249,196355,Shake Shack,American,13.1,Weekday,Not given,20,28
1477095,145962,Joe's Shanghai _Àü£¾÷´,Chinese,22.31,Weekday,3,27,31
1477379,354016,Waverly Diner,American,14.94,Weekend,Not given,28,28
1477128,49104,Shake Shack,American,16.15,Weekday,4,20,26
1478125,133330,Blue Ribbon Fried Chicken,American,25.27,Weekend,5,29,28
1477707,390232,Friend of a Farmer,American,9.7,Weekend,Not given,35,22
1478191,138462,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,5,21,29
1476614,67844,The Smile,American,9.17,Weekday,5,26,28
1477105,270789,Vanessa's Dumplings,Chinese,9.51,Weekend,Not given,31,23
1477124,117810,Momoya,Japanese,6.02,Weekend,5,28,20
1476980,42755,Blue Ribbon Fried Chicken,American,15.72,Weekend,4,25,19
1477162,229946,Balthazar Boulangerie,French,21.25,Weekend,Not given,25,20
1476754,229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,4,27,25
1477260,180618,Bareburger,American,24.2,Weekend,5,27,24
1478297,346280,Saravanaa Bhavan,Indian,9.17,Weekday,Not given,24,29
1476792,72726,Shake Shack,American,11.69,Weekend,Not given,31,28
1477554,41746,Schnipper's Quality Kitchen,American,25.22,Weekend,4,33,18
1477820,385134,RedFarm Broadway,Chinese,31.87,Weekend,5,27,18
1478291,83287,Blue Ribbon Sushi Izakaya,Japanese,9.22,Weekend,Not given,28,15
1477628,45164,Shake Shack,American,12.18,Weekend,Not given,31,28
1478038,62540,Blue Ribbon Sushi,Japanese,16.44,Weekend,Not given,22,18
1478356,371117,Shake Shack,American,13.1,Weekend,4,30,29
1477952,85782,Vezzo Thin Crust Pizza,Italian,12.13,Weekend,Not given,27,15
1476992,47280,Sushi of Gari Tribeca,Japanese,12.13,Weekday,5,22,26
1478040,164626,The Meatball Shop,Italian,15.57,Weekend,4,20,24
1477905,80795,Tamarind TriBeCa,Indian,14.02,Weekday,Not given,20,25
1477658,62912,Yama Japanese Restaurant,Japanese,24.25,Weekday,Not given,23,30
1477918,93113,The Odeon,American,6.69,Weekend,4,30,20
1477562,114085,The Meatball Shop,Italian,24.3,Weekend,4,29,15
1476847,222734,Shake Shack,American,24.25,Weekday,Not given,23,30
1477081,126798,Cafe Mogador,Middle Eastern,19.45,Weekday,4,23,29
1476604,154471,Yama Japanese Restaurant,Japanese,9.65,Weekend,5,24,16
1478016,206039,Shake Shack,American,12.66,Weekend,5,25,15
1477087,327651,Hunan Manor,Chinese,5.72,Weekday,5,31,26
1476706,66012,Sushi of Gari Tribeca,Japanese,19.02,Weekend,5,27,29
1477906,111909,Ravagh Persian Grill,Middle Eastern,16.06,Weekend,Not given,28,21
1478381,114085,Hatsuhana,Japanese,29.15,Weekend,3,33,28
1478142,301032,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,25,29
1477654,384411,Shake Shack,American,19.45,Weekday,3,24,29
1477965,45577,Parm,Italian,21.83,Weekday,Not given,23,32
1476960,82041,Sushi of Gari Tribeca,Japanese,21.83,Weekday,Not given,34,30
1478134,286386,5 Napkin Burger,American,29.05,Weekend,3,26,21
1477588,79507,The Meatball Shop,Italian,12.56,Weekday,Not given,31,32
1477897,139639,Sushi of Gari 46,Japanese,29.15,Weekday,Not given,32,32
1477217,149984,Sushi of Gari,Japanese,12.13,Weekday,5,29,26
1476772,88078,RedFarm Hudson,Chinese,12.23,Weekday,Not given,20,25
1478167,81828,The Meatball Shop,American,14.55,Weekend,5,21,30
1477101,231061,Han Dynasty,Chinese,34.19,Weekday,Not given,21,31
1477665,342515,Five Guys Burgers and Fries,American,19.45,Weekend,5,22,23
1477103,114410,The Meatball Shop,Italian,14.6,Weekend,5,21,23
1477880,235620,Shake Shack,American,5.53,Weekday,4,28,26
1477346,92006,Blue Ribbon Sushi Bar & Grill,Japanese,10.82,Weekend,Not given,25,24
1477157,241310,Blue Ribbon Sushi,Japanese,32.93,Weekday,3,34,31
1477886,184325,Asuka Sushi,Japanese,19.45,Weekend,5,23,23
1477442,77857,Shake Shack,American,29.15,Weekend,5,20,21
1477434,92768,Sushi of Gari 46,Japanese,19.35,Weekday,Not given,28,24
1477303,80466,J. G. Melon,American,14.6,Weekend,5,32,24
1477423,304052,Parm,Italian,11.59,Weekday,5,35,29
1478424,334758,Melt Shop,American,29.15,Weekend,4,26,17
1476571,259341,J. G. Melon,American,29.05,Weekend,Not given,26,28
1477034,132906,Sushi of Gari 46,Japanese,22.46,Weekday,Not given,21,29
1477673,64151,Jack's Wife Freda,Mediterranean,16.01,Weekday,Not given,28,33
1478061,391860,Lucky's Famous Burgers,American,11.59,Weekend,5,26,23
1476901,74048,ilili Restaurant,Middle Eastern,25.22,Weekday,4,32,25
1478113,115213,Junoon,Indian,22.75,Weekend,5,29,28
1477986,59742,J. G. Melon,American,7.33,Weekday,Not given,31,30
1477770,104355,Momoya,Japanese,15.81,Weekend,5,25,15
1478420,96262,Cafe Habana,Mexican,8.1,Weekend,Not given,20,16
1477252,354948,Westville Hudson,American,16.01,Weekend,5,20,18
1476883,378035,Five Guys Burgers and Fries,American,29.73,Weekend,5,21,25
1478442,68248,J. G. Melon,American,10.43,Weekday,5,35,29
1477898,276192,Delicatessen,American,32.93,Weekend,4,30,18
1477476,178158,Chipotle Mexican Grill $1.99 Delivery,Mexican,31.33,Weekend,4,35,21
1477520,99393,Parm,Italian,10.14,Weekday,Not given,24,28
1477652,65361,Coppola's East,Italian,13.05,Weekend,Not given,32,16
1478205,385134,RedFarm Broadway,Chinese,16.2,Weekend,5,29,18
1477751,231453,Mamoun's Falafel,Mediterranean,14.46,Weekend,Not given,20,29
1477021,65007,Serafina Fabulous Pizza,Italian,19.5,Weekday,5,22,33
1476959,61722,Blue Ribbon Sushi,Japanese,14.5,Weekend,Not given,28,28
1476687,378035,Five Guys Burgers and Fries,American,13,Weekend,4,29,27
1477798,164776,TAO,Japanese,25.27,Weekday,Not given,33,30
1476938,61588,Blue Ribbon Sushi,Japanese,12.08,Weekend,4,33,22
1477022,40808,Shake Shack,American,12.18,Weekend,4,27,23
1477077,371117,Shake Shack,American,29.1,Weekend,5,26,24
1478361,123535,RedFarm Hudson,Chinese,12.61,Weekend,5,31,22
1477407,58088,Sushi of Gari 46,Japanese,12.18,Weekday,Not given,24,26
1477207,97806,Shake Shack,American,8.63,Weekend,Not given,33,19
1477122,154471,Yama Japanese Restaurant,Japanese,9.02,Weekday,3,25,33
1477199,97346,Osteria Morini,Italian,9.51,Weekend,Not given,22,26
1478060,41638,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,30,29
1478074,255697,Sushi Samba,Japanese,14.02,Weekend,Not given,30,29
1477614,302790,Carmine's,Italian,29.05,Weekday,Not given,33,32
1477181,210544,DespaÌ±a,Spanish,16.06,Weekend,5,21,17
1477454,94524,The Meatball Shop,Italian,24.3,Weekend,5,28,25
1476870,68551,Blue Ribbon Sushi Bar & Grill,Japanese,12.13,Weekend,Not given,21,29
1477759,39406,RedFarm Broadway,Chinese,9.27,Weekday,4,32,29
1477606,318665,Blue Ribbon Sushi Bar & Grill,Japanese,4.9,Weekday,4,29,32
1478302,376993,Emporio,Italian,31.43,Weekend,Not given,25,29
1476574,358158,Parm,Italian,9.12,Weekend,Not given,23,21
1478306,41991,Blue Ribbon Sushi Bar & Grill,Japanese,15.33,Weekend,5,32,29
1476565,164016,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,28,23
1478200,70564,Jack's Wife Freda,Mediterranean,16.15,Weekday,5,22,24
1478264,52574,Jack's Wife Freda,Mediterranean,6.74,Weekend,Not given,25,22
1477228,75548,Parm,Italian,7.38,Weekend,Not given,26,20
1478057,147468,Tamarind TriBeCa,Indian,6.69,Weekend,5,22,18
1478256,68446,Hill Country Fried Chicken,Southern,12.47,Weekend,Not given,29,28
1478259,142681,Osteria Morini,Italian,6.79,Weekday,4,32,29
1477483,400950,Sushi of Gari 46,Japanese,12.13,Weekday,5,34,28
1477257,298824,Shake Shack,American,12.18,Weekend,Not given,23,18
1477056,377481,Otto Enoteca Pizzeria,Italian,24.25,Weekday,Not given,31,30
1477402,180776,Empanada Mama (closed),Mexican,22.75,Weekend,Not given,29,18
1476760,240982,Rubirosa,Italian,24.3,Weekday,3,29,31
1477030,85091,The Meatball Shop,Italian,13.05,Weekday,5,23,31
1476850,354923,CafÌ© China,Chinese,15.57,Weekday,4,34,31
1477356,59673,Rubirosa,Italian,12.95,Weekend,4,30,25
1477990,142574,Sushi of Gari,Japanese,22.75,Weekend,5,30,22
1477448,146555,Momoya,Japanese,24.3,Weekend,5,28,20
1477784,373152,Parm,Italian,14.02,Weekday,Not given,28,32
1478425,201471,Friend of a Farmer,American,24.2,Weekend,Not given,33,27
1477031,69516,Wa Jeal,Chinese,6.74,Weekend,Not given,32,24
1477969,385150,Blue Ribbon Sushi,Japanese,14.02,Weekend,Not given,35,16
1476595,129206,RedFarm Broadway,Chinese,14.07,Weekend,3,20,15
1478070,151191,RedFarm Hudson,Chinese,12.18,Weekend,5,34,24
1477501,49086,Jack's Wife Freda,Mediterranean,12.95,Weekday,3,22,33
1476727,78067,Parm,Italian,15.37,Weekend,Not given,29,23
1477016,261665,RedFarm Broadway,Chinese,7.67,Weekend,5,24,15
1477511,370656,Vanessa's Dumplings,Chinese,8.3,Weekend,Not given,24,20
1477067,108046,Rubirosa,Italian,12.18,Weekend,Not given,33,20
1477068,277898,Blue Ribbon Fried Chicken,American,29.44,Weekend,4,33,27
1477551,105665,Blue Ribbon Sushi Bar & Grill,Japanese,12.56,Weekday,Not given,32,27
1478415,52256,Han Dynasty,Chinese,12.18,Weekend,Not given,30,15
1478129,158578,Xi'an Famous Foods,Chinese,14.12,Weekday,3,24,31
1477096,142461,Shake Shack,American,25.22,Weekend,Not given,28,26
1477891,63361,Cafeteria,American,13.05,Weekend,Not given,31,16
1477881,41205,Shake Shack,American,12.08,Weekend,5,28,23
1478197,107909,ilili Restaurant,Middle Eastern,24.2,Weekday,4,34,24
1477082,183520,Tamarind TriBeCa,Indian,12.47,Weekend,5,32,26
1477781,148459,The Kati Roll Company,Indian,5.87,Weekday,Not given,26,30
1476570,302790,Le Zie 2000 Trattoria,Italian,15.47,Weekend,Not given,22,30
1476677,121706,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,15
1478397,125123,Le Grainne Cafe,French,15.96,Weekend,4,25,22
1477608,60052,RedFarm Broadway,Chinese,24.2,Weekend,5,31,19
1478241,259341,Momoya,Japanese,29.35,Weekday,Not given,31,30
1477216,142753,Shake Shack,American,8.63,Weekday,Not given,31,32
1478379,81110,Han Dynasty,Chinese,16.44,Weekday,Not given,23,29
1478237,399729,Shake Shack,American,24.25,Weekend,4,20,29
1477732,103970,RedFarm Broadway,Chinese,14.12,Weekend,Not given,35,23
1476842,286386,5 Napkin Burger,American,7.91,Weekday,Not given,29,26
1476984,96254,Han Dynasty,Chinese,19.4,Weekend,Not given,35,26
1476783,64401,The Meatball Shop,Italian,21.34,Weekday,5,22,24
1476989,53156,The Meatball Shop,Italian,13.19,Weekend,Not given,26,29
1477213,386995,Han Dynasty,Chinese,9.75,Weekend,Not given,29,25
1477607,128216,Shake Shack,American,8.2,Weekday,4,33,26
1477863,375043,Tamarind TriBeCa,Indian,24.2,Weekend,Not given,24,29
1478360,361654,The Meatball Shop,Italian,13.53,Weekend,5,22,24
1477134,38612,Vanessa's Dumplings,Chinese,12.13,Weekday,Not given,31,33
1478390,73274,S'MAC,American,9.56,Weekend,Not given,27,20
1476794,378482,Five Guys Burgers and Fries,American,5.72,Weekday,Not given,22,24
1478116,55334,Sushi of Gari Tribeca,Japanese,9.46,Weekend,5,32,20
1478344,40745,Parm,Italian,15.91,Weekday,Not given,32,28
1477796,159626,Blue Ribbon Sushi,Japanese,29.1,Weekend,4,21,15
1478243,377260,Blue Ribbon Fried Chicken,American,12.18,Weekend,5,35,27
1477069,252342,Westville Hudson,American,20.13,Weekend,4,29,19
1476953,60039,Blue Ribbon Sushi,Japanese,33.37,Weekday,3,30,27
1477700,129206,Shake Shack,American,29.15,Weekday,Not given,34,28
1478106,106860,Sushi of Gari Tribeca,Japanese,17.03,Weekday,Not given,35,30
1477625,122092,Han Dynasty,Chinese,22.31,Weekend,3,23,29
1478213,378820,Sushi Samba,Japanese,31.33,Weekend,5,35,20
1476779,62161,Tamarind TriBeCa,Indian,24.2,Weekend,4,28,26
1478207,52832,ilili Restaurant,Middle Eastern,31.43,Weekday,3,26,29
1477075,207281,Shake Shack,American,29.3,Weekday,5,33,32
1477145,300208,Xi'an Famous Foods,Chinese,6.02,Weekend,5,33,24
1478153,203442,Terakawa Ramen,Japanese,19.6,Weekday,Not given,23,26
1477689,338599,Blue Ribbon Fried Chicken,American,6.84,Weekend,3,24,26
1477742,60835,RedFarm Hudson,Chinese,16.49,Weekend,3,34,20
1477391,301825,RedFarm Broadway,Chinese,12.23,Weekend,Not given,32,19
1476993,260680,Cafe Mogador,Middle Eastern,5.77,Weekend,3,20,16
1476705,192317,Shake Shack,American,24.3,Weekend,4,25,15
1477694,284256,Empanada Mama (closed),Mexican,12.37,Weekend,Not given,29,25
1477933,396432,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,26,17
1477062,232035,ilili Restaurant,Middle Eastern,12.23,Weekday,5,24,32
1477771,62667,Balthazar Boulangerie,French,29.1,Weekend,5,31,27
1477144,102710,Rye House,American,12.13,Weekday,4,26,30
1477149,135970,Momoya,Japanese,25.27,Weekday,5,31,30
1478182,58675,Shake Shack,American,11.59,Weekday,3,23,25
1478405,102010,TAO,Japanese,13.48,Weekday,Not given,27,32
1478094,363202,S'MAC,American,25.27,Weekend,5,20,29
1477857,143866,Jack's Wife Freda,Mediterranean,20.71,Weekend,Not given,35,16
1476840,128224,Blue Ribbon Sushi,Japanese,24.2,Weekend,4,29,18
1477641,124875,Vanessa's Dumplings,Chinese,24.2,Weekend,4,20,18
1476690,175703,The Meatball Shop,Italian,20.61,Weekend,Not given,34,30
1476593,101957,Hiroko's Place,Japanese,13.05,Weekend,Not given,32,27
1477343,57263,Nobu Next Door,Japanese,15.76,Weekday,Not given,27,28
1476881,145216,Grand Sichuan International,Chinese,7.66,Weekday,5,33,31
1476913,276192,Sushi of Gari Tribeca,Japanese,10.86,Weekday,4,28,28
1478119,300552,Shake Shack,American,22.26,Weekday,5,33,32
1476976,141912,P.J. Clarke's,American,31.38,Weekend,Not given,31,23
1476575,143721,Hummus Place,Middle Eastern,29.05,Weekend,5,26,17
1478105,49034,The Smile,American,7.81,Weekend,5,24,21
1476945,139626,L'Express,French,16.98,Weekday,Not given,35,29
1476853,145952,Blue Ribbon Sushi,Japanese,29.15,Weekend,4,31,19
1477259,66331,Shake Shack,American,24.3,Weekend,5,21,24
1477141,168420,Blue Ribbon Brooklyn,American,13.1,Weekend,Not given,32,19
1477556,239985,5 Napkin Burger,American,25.22,Weekend,5,27,21
1478254,60039,ilili Restaurant,Middle Eastern,32.93,Weekend,4,25,17
1478365,108659,Rubirosa,Italian,25.27,Weekday,4,23,31
1477380,79255,The Meatball Shop,Italian,12.95,Weekday,4,29,24
1477548,355090,Shake Shack,American,31.43,Weekend,3,22,24
1478444,317515,Cafe Habana,Mexican,15.62,Weekend,Not given,29,19
1477716,114476,Zero Otto Nove,Italian,5.87,Weekend,Not given,31,18
1476668,103852,J. G. Melon,American,8.83,Weekend,5,31,19
1477106,344079,Olea,Mediterranean,24.2,Weekend,Not given,20,16
1477526,47440,Blue Ribbon Fried Chicken,American,29.3,Weekend,4,28,16
1477664,71249,Momoya,Japanese,24.3,Weekend,4,35,30
1477917,316223,The Smile,American,25.22,Weekday,4,25,28
1477381,377771,Blue Ribbon Fried Chicken,American,12.61,Weekend,3,30,30
1476745,178158,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,4,22,32
1477885,130956,Blue Ribbon Sushi,Japanese,21.83,Weekday,3,21,26
1476724,141732,Blue Ribbon Fried Chicken,American,9.27,Weekend,Not given,29,16
1477387,94152,Empanada Mama (closed),Mexican,15.37,Weekend,3,35,30
1476750,113817,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,32,22
1478285,39702,Frank Restaurant,Italian,12.08,Weekday,4,20,31
1477910,273690,Grand Sichuan International,Chinese,32.93,Weekend,Not given,32,28
1478364,75722,Yama 49,Japanese,22.31,Weekend,5,29,17
1477480,337230,Shake Shack,American,15.18,Weekday,Not given,34,30
1477050,62359,Blue Ribbon Sushi Izakaya,Japanese,16.01,Weekday,5,23,27
1478090,378753,Shake Shack,American,29.1,Weekend,5,29,17
1477633,183520,Blue Ribbon Sushi,Japanese,12.18,Weekend,4,30,17
1478095,146211,Yama Japanese Restaurant,Japanese,12.08,Weekday,Not given,25,33
1478096,177250,RedFarm Hudson,Chinese,12.13,Weekend,Not given,31,27
1478166,283884,Westville Hudson,American,12.56,Weekend,5,26,28
1478013,243341,Sushi Samba,Japanese,22.36,Weekend,5,31,30
1478369,275689,Nobu Next Door,Japanese,33.37,Weekend,4,32,21
1476970,115610,Delicatessen,American,12.18,Weekend,Not given,24,17
1476612,102620,Balthazar Boulangerie,French,12.23,Weekend,4,35,23
1478234,47594,Dos Caminos,Mexican,12.18,Weekday,5,24,30
1477114,82041,Osteria Morini,Italian,5.77,Weekend,3,24,19
1477644,82092,Sushi of Gari 46,Japanese,16.3,Weekend,Not given,21,29
1476634,291891,The Kati Roll Company,Indian,11.64,Weekend,4,34,18
1477186,41040,The Meatball Shop,Italian,15.91,Weekend,Not given,26,20
1477939,35643,Vanessa's Dumpling House,Chinese,16.49,Weekend,5,26,25
1477610,361846,Sarabeth's West,American,14.12,Weekday,3,21,33
1476843,55689,Rubirosa,Italian,7.95,Weekday,Not given,20,26
1476983,95049,Nobu Next Door,Japanese,9.7,Weekend,Not given,21,19
1478418,64830,Cafeteria,American,15.52,Weekend,3,28,30
1477941,149268,Han Dynasty,Chinese,16.2,Weekend,Not given,29,18
1478123,318451,Blue Ribbon Sushi,Japanese,24.3,Weekend,Not given,29,15
1477966,383688,CafÌ© China,Chinese,12.61,Weekend,5,20,20
1478154,5139,Sushi of Gari 46,Japanese,22.26,Weekend,5,28,22
1477855,106940,Parm,Italian,9.07,Weekday,4,23,30
1478261,274232,Nobu Next Door,Japanese,7.86,Weekday,5,20,27
1477121,351329,Parm,Italian,12.23,Weekday,Not given,27,26
1477927,124875,Shake Shack,American,21.39,Weekend,3,33,22
1477871,142461,Shake Shack,American,16.93,Weekend,5,35,28
1476644,58800,Mamoun's Falafel,Mediterranean,14.41,Weekend,5,33,26
1477415,117810,Momoya,Japanese,8.05,Weekend,Not given,31,25
1477397,136807,RedFarm Hudson,Chinese,19.35,Weekday,5,35,28
1476723,222734,Shake Shack,American,16.98,Weekend,3,23,23
1478258,348096,The Meatball Shop,Italian,11.64,Weekend,4,23,24
1477222,84457,Nobu Next Door,Japanese,29.15,Weekend,Not given,27,15
1477335,141732,Cho Dang Gol,Korean,12.18,Weekday,5,20,26
1476790,198802,DuMont Burger,American,24.25,Weekend,3,28,20
1477330,211035,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,28,28
1477639,328331,S'MAC,American,16.11,Weekday,5,25,24
1478124,68834,Sushi of Gari 46,Japanese,31.43,Weekend,5,29,30
1477076,111894,The Meatball Shop,Italian,25.27,Weekend,Not given,25,29
1476939,42755,Blue Ribbon Sushi,Japanese,12.13,Weekend,3,24,23
1476661,306119,Xi'an Famous Foods,Chinese,20.86,Weekend,4,35,26
1478268,111125,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,29
1477253,100889,RedFarm Broadway,Chinese,31.43,Weekend,4,30,23
1477778,50199,J. G. Melon,American,19.4,Weekday,4,35,26
1476923,172758,Shake Shack,American,12.23,Weekday,4,31,24
1477362,96254,Yama Japanese Restaurant,Japanese,6.69,Weekend,4,28,17
1477404,328731,Blue Ribbon Fried Chicken,American,29.59,Weekend,5,23,25
1477000,261371,Shake Shack,American,22.31,Weekend,Not given,35,28
1478148,198802,DuMont Burger,American,12.56,Weekend,Not given,35,19
1477377,292343,Amy Ruth's,Southern,12.23,Weekday,Not given,32,33
1478039,85091,The Meatball Shop,Italian,13.53,Weekday,3,20,31
1478320,321492,'wichcraft,American,8.1,Weekday,5,28,28
1478304,62540,Blue Ribbon Sushi,Japanese,5.92,Weekday,Not given,27,31
1477194,110792,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,28,15
1477132,222734,Shake Shack,American,13.97,Weekend,5,35,27
1477466,127036,Shake Shack,American,12.23,Weekend,Not given,27,18
1476700,96877,Melt Shop,American,16.98,Weekend,5,30,19
1478011,109906,The Meatball Shop,American,9.27,Weekend,Not given,24,23
1476748,304993,Shake Shack,American,31.43,Weekend,3,31,24
1477437,97324,Shake Shack,American,29.05,Weekday,4,27,29
1477550,48282,The Meatball Shop,American,14.5,Weekend,5,34,25
1478277,237616,Shake Shack,American,5.82,Weekend,Not given,26,30
1476873,106324,The Meatball Shop,Italian,16.2,Weekend,5,21,26
1477353,94152,RedFarm Broadway,Chinese,8.68,Weekday,3,33,30
1478190,164776,TAO,Japanese,15.67,Weekend,5,20,22
1477316,138586,Shake Shack,American,5.82,Weekend,Not given,22,28
1476981,97838,Han Dynasty,Chinese,29.15,Weekend,Not given,29,21
1477473,292602,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.31,Weekend,5,31,17
1476701,397537,The Smile,American,12.18,Weekend,5,31,19
1477421,35309,Blue Ribbon Sushi,Japanese,25.22,Weekday,Not given,31,24
1477819,64151,Jack's Wife Freda,Mediterranean,12.18,Weekday,5,23,31
1477513,120353,Blue Ribbon Sushi,Japanese,19.45,Weekend,Not given,28,24
1478056,,,,,,,,
